ADDRESS,AGE,DEBT,DEFAULT,DTI,EDUCATION,EMPLOY,INCOME
9,40,5.61,NA,17,0,9,33
7,31,0.46,NA,2,0,5,23
0,29,1.872,NA,7.8,0,4,24
3,25,1.386,NA,9.9,0,1,14
3,34,2.632,NA,9.4,0,4,28
8,50,48.75,NA,32.5,0,30,150
5,27,0.312,NA,1.2,0,5,26
12,31,5.82,NA,6,1,7,97
25,45,0.702,NA,2.6,0,8,27
8,35,0.364,NA,1.3,0,10,28
7,47,6.527,NA,6.1,0,27,107
7,50,4.982,NA,5.3,1,25,94
11,37,12.744,NA,11.8,0,15,108
6,46,9.594,NA,23.4,0,7,41
5,26,11.96,NA,13,1,1,92
12,33,3.726,NA,8.1,0,16,46
0,43,6.08,NA,19,0,8,32
26,49,9.954,NA,15.8,0,14,63
15,44,2.112,NA,9.6,0,2,22
10,32,3.696,NA,11.2,0,12,33
4,38,0.3,NA,1.5,0,5,20
23,52,7.784,NA,5.6,0,33,139
3,35,5.112,NA,21.3,0,10,24
12,33,1.21,NA,5.5,1,4,22
12,35,3.619,NA,4.7,0,11,77
3,34,0.64,NA,1.6,0,9,40
16,39,1.961,NA,3.7,0,19,53
4,31,1.458,NA,5.4,0,8,27
11,37,2.538,NA,9.4,0,5,27
9,44,4.36,NA,10.9,0,19,40
1,30,3.321,NA,12.3,0,1,27
9,37,5.974,NA,10.3,0,18,58
9,35,1.16,NA,2.9,0,11,40
11,43,1.846,NA,7.1,0,4,26
5,26,0.85,NA,5,0,0,17
4,35,7.392,NA,17.6,0,13,42
0,24,2.09,NA,11,0,4,19
1,24,1.127,NA,4.9,0,4,23
1,26,4.32,NA,10.8,1,3,40
12,34,2.448,NA,5.1,0,10,48
23,44,0.78,NA,1,1,18,78
6,46,3.6,NA,5,0,9,72
5,40,6.27,NA,11.4,0,17,55
1,37,4.466,NA,15.4,1,2,29
13,35,3.18,NA,10.6,1,5,30
18,46,2.42,NA,4.4,0,18,55
18,40,2.8,NA,10,1,5,28
14,48,1.032,NA,1.2,0,21,86
25,53,22.68,NA,7,0,33,324
0,45,11.004,NA,13.1,1,9,84
12,32,1.474,NA,6.7,1,6,22
21,43,5.828,NA,9.4,0,15,62
9,29,2.88,NA,9,0,3,32
24,47,0.441,NA,0.9,0,7,49
0,21,1.785,NA,10.5,0,1,17
2,30,1.08,NA,5.4,0,0,20
2,25,3.996,NA,7.4,1,3,54
2,27,7.176,NA,13.8,0,6,52
17,36,1,NA,4,0,4,25
3,35,4.62,NA,15.4,0,12,30
6,33,5.565,NA,15.9,0,11,35
1,21,7.995,NA,19.5,1,0,41
0,44,6.588,NA,10.8,0,18,61
7,37,5.13,NA,13.5,0,19,38
7,27,1.768,NA,6.8,0,5,26
11,37,4.512,NA,9.6,0,11,47
22,48,2.596,NA,5.9,0,9,44
2,30,0.735,NA,3.5,0,4,21
1,22,3.05,NA,12.2,1,0,25
18,39,3.572,NA,7.6,0,18,47
6,26,2.79,NA,15.5,0,5,18
8,29,6.51,NA,21.7,0,9,30
20,47,3.718,NA,2.2,0,29,169
2,33,3.108,NA,8.4,0,5,37
2,23,3.6,NA,7.5,0,2,48
5,25,5.775,NA,16.5,0,5,35
6,34,1.288,NA,5.6,0,4,23
26,56,2.178,NA,3.3,0,19,66
10,32,2.254,NA,9.8,0,7,23
4,27,7.35,NA,14.7,1,0,50
7,41,5.004,NA,13.9,0,6,36
11,30,5.481,NA,20.3,0,8,27
2,38,17.262,NA,13.7,1,13,126
1,31,3.285,NA,7.3,0,6,45
8,37,0.075,NA,0.1,1,16,75
2,30,0.988,NA,3.8,0,2,26
18,44,2.15,NA,5,0,8,43
3,25,6.51,NA,15.5,0,5,42
2,33,1.62,NA,3,0,10,54
5,25,2.511,NA,8.1,0,3,31
26,45,2.346,NA,5.1,0,14,46
2,23,1.905,NA,12.7,0,6,15
22,43,19.558,NA,7.7,0,24,254
14,38,2.04,NA,5.1,0,12,40
4,24,1.152,NA,7.2,0,1,16
4,29,1.68,NA,10.5,0,2,16
16,40,8.829,NA,10.9,0,23,81
1,47,3.234,NA,15.4,0,3,21
5,24,1.472,NA,9.2,0,1,16
6,35,4.34,NA,12.4,0,0,35
9,38,3.822,NA,9.1,0,1,42
0,48,19.74,NA,28.2,0,10,70
12,35,9.6,NA,15,0,12,64
1,27,2.394,NA,11.4,0,11,21
7,47,5.32,NA,2,1,16,266
5,31,5.168,NA,32.3,0,3,16
4,30,2.8,NA,7,0,12,40
3,29,3.782,NA,6.2,0,10,61
6,26,14.912,NA,23.3,1,1,64
17,38,10.92,NA,16.8,0,21,65
17,45,1.769,NA,6.1,0,7,29
10,29,2.139,NA,9.3,0,3,23
4,52,6.351,NA,8.7,0,17,73
0,24,0.82,NA,4.1,0,1,20
13,33,2.646,NA,9.8,0,8,27
18,38,0.966,NA,4.6,0,0,21
2,26,0.81,NA,5.4,0,0,15
5,26,1.408,NA,6.4,0,2,22
0,35,6.364,NA,17.2,0,16,37
8,43,5.808,NA,8.8,0,9,66
1,45,19.46,NA,13.9,1,8,140
1,24,1.748,NA,3.8,0,5,46
16,44,8.19,NA,10.5,1,7,78
7,29,1.84,NA,8,0,0,23
0,22,2.394,NA,17.1,0,0,14
8,38,3.182,NA,8.6,0,16,37
19,46,5.28,NA,17.6,0,6,30
16,46,0.803,NA,1.1,1,7,73
11,32,1.875,NA,7.5,0,13,25
10,39,8.568,NA,6.8,1,16,126
19,40,5.658,NA,4.1,0,15,138
19,47,13.86,NA,12.6,0,16,110
1,28,3.612,NA,8.6,0,10,42
8,36,5.445,NA,12.1,0,19,45
1,41,13.671,NA,14.7,0,13,93
8,31,4.224,NA,9.6,0,12,44
8,39,4.756,NA,4.1,0,20,116
10,37,3.408,NA,14.2,0,4,24
1,35,20.088,NA,32.4,0,11,62
12,35,3.825,NA,8.5,1,10,45
30,51,3.536,NA,13.6,1,15,26
2,36,1.89,NA,7,0,5,27
4,23,0.403,NA,3.1,0,3,13
15,34,0.864,NA,2.7,0,12,32
11,32,6.612,NA,5.7,0,12,116
11,48,4.104,NA,10.8,0,13,38
11,35,1.872,NA,7.8,0,1,24
13,37,5.289,NA,12.9,0,20,41
